1633137753198296320,0,0,0,0
1633137753235664896,50,100,60,38
1633137753274232576,60,100,60,38
1633137753312985088,60,100,60,38
1633137753351605504,60,100,60,38
1633137753390256896,60,100,59,38
1633137753428993792,60,100,60,38
1633137753467678464,60,100,60,38
1633137753506207232,60,100,60,38
1633137753544624896,60,100,60,38
1633137753583215616,60,100,60,38
1633137753621877248,60,100,60,38
1633137753660502272,60,100,60,38
1633137753699176704,60,100,60,39
1633137753737923584,60,100,60,38
1633137753776428544,60,100,60,39
1633137753814955776,60,100,60,39
1633137753853543936,60,100,60,38
1633137753892152064,60,100,60,39
1633137753930865408,60,100,60,39
1633137753969556480,60,100,60,39
1633137754008022016,60,100,60,39
1633137754046752512,60,100,60,39
1633137754085276160,60,100,60,39
1633137754123950848,60,100,60,39
1633137754162607872,60,100,60,39
1633137754201283840,60,100,60,39
1633137754239870720,60,100,60,39
1633137754278624256,60,100,60,39
1633137754317421824,60,100,60,39
1633137754355919872,60,100,60,39
1633137754394555392,60,100,60,39
1633137754433204992,60,100,60,39
1633137754471835136,60,100,60,39
1633137754510375424,60,100,60,39
1633137754549054976,60,100,60,39
1633137754587767808,60,100,60,39
1633137754626571520,60,100,60,39
1633137754665114880,60,100,60,39
1633137754703743232,60,100,60,39
1633137754742506240,60,100,60,39
1633137754781222144,60,100,60,39
1633137754820641024,60,100,60,39
1633137754859042560,60,100,60,39
1633137754897774592,60,100,60,39
1633137754936507136,60,100,60,39
1633137754974999296,60,100,60,39
1633137755013672704,60,100,60,39
1633137755052604672,60,100,60,39
1633137755091404544,60,100,60,39
1633137755130003200,60,100,59,39
1633137755168757760,60,100,60,39
1633137755207581440,60,100,60,39
1633137755246209280,60,100,59,39
1633137755284998656,60,100,60,39
1633137755323839488,60,100,59,39
1633137755362464000,60,100,59,39
1633137755401148416,60,100,60,39
1633137755439858432,60,100,59,39
1633137755478404352,60,100,59,39
1633137755516996864,60,100,60,39
1633137755555759360,60,100,59,39
1633137755594391808,60,100,59,39
1633137755633287680,60,100,59,39
1633137755672080128,60,100,59,39
1633137755710717952,60,100,59,40
1633137755749564928,60,100,59,40
1633137755788200192,60,100,59,39
1633137755826861568,60,100,59,40
1633137755865478400,60,100,59,40
1633137755904017152,60,100,59,40
1633137755942747648,60,100,59,40
1633137755981565440,60,100,59,40
1633137756020269824,60,100,59,39
1633137756058968576,60,100,59,40
1633137756097829120,60,100,59,39
1633137756136400128,60,100,59,39
1633137756174939392,60,100,59,40
1633137756213704448,60,100,59,40
1633137756252248832,60,100,59,40
1633137756291019776,60,100,59,40
1633137756329720064,60,100,58,40
1633137756368272384,60,100,59,40
1633137756407106048,60,100,59,40
1633137756445721856,60,100,59,40
